title,Unnamed: 0,genre_ids,id,original_language,popularity,release_date,vote_average,vote_count
Harry Potter and the Deathly Hallows: Part 1,0,"[12, 14, 10751]",12444,en,33.533,2010-11-19,7.7,10788
How to Train Your Dragon,1,"[14, 12, 16, 10751]",10191,en,28.734,2010-03-26,7.7,7610
Iron Man 2,2,"[12, 28, 878]",10138,en,28.515,2010-05-07,6.8,12368
Toy Story,3,"[16, 35, 10751]",862,en,28.005,1995-11-22,7.9,10174
Inception,4,"[28, 878, 12]",27205,en,27.92,2010-07-16,8.3,22186
Percy Jackson & the Olympians: The Lightning Thief,5,"[12, 14, 10751]",32657,en,26.691,2010-02-11,6.1,4229
Avatar,6,"[28, 12, 14, 878]",19995,en,26.526,2009-12-18,7.4,18676
Toy Story 3,7,"[16, 10751, 35]",10193,en,24.445,2010-06-17,7.7,8340
Despicable Me,8,"[16, 10751, 35]",20352,en,23.673000000000002,2010-07-09,7.2,10057
Megamind,9,"[16, 28, 35, 10751, 878]",38055,en,22.855,2010-11-04,6.8,3635
Toy Story 2,10,"[16, 35, 10751]",863,en,22.698,1999-11-24,7.5,7553
Alice in Wonderland,11,"[10751, 14, 12]",12155,en,22.02,2010-03-05,6.6,8713
The Expendables,12,"[53, 12, 28]",27578,en,21.517,2010-08-03,6.1,4647
Tangled,13,"[16, 10751]",38757,en,21.511,2010-11-24,7.5,6407
Saw 3D,14,"[27, 80]",41439,en,20.37,2010-10-28,6.0,1488
The Twilight Saga: Eclipse,15,"[12, 14, 18, 10749]",24021,en,20.34,2010-06-23,6.0,4909
The Book of Eli,16,"[28, 53, 878]",20504,en,18.985,2010-01-11,6.7,3495
LelleBelle,17,"[10402, 10749]",52371,nl,18.586,2010-10-09,4.5,36
The Bourne Supremacy,18,"[28, 18, 53]",2502,en,18.199,2004-07-23,7.3,4367
Shutter Island,19,"[18, 53, 9648]",11324,en,18.06,2010-02-18,8.1,12625
The Bourne Identity,20,"[28, 18, 9648, 53]",2501,en,17.935,2002-06-14,7.4,5406
Knight and Day,21,"[28, 35]",37834,en,17.713,2010-06-23,6.0,2494
The Chronicles of Narnia: The Voyage of the Dawn Treader,22,"[12, 10751, 14]",10140,en,17.382,2010-12-10,6.3,3196
Step Up 3D,23,"[18, 10749]",41233,en,17.174,2010-08-06,6.7,1160
The A-Team,24,"[53, 28, 12, 35, 80]",34544,en,17.097,2010-06-11,6.3,2703
The King's Speech,25,"[18, 36]",45269,en,16.798,2010-09-06,7.7,5013
Bad Boys,26,"[28, 35, 80, 53]",9737,en,16.608,1995-04-07,6.6,2936
The Last Airbender,27,"[28, 12, 10751, 14]",10196,en,16.595,2010-07-01,4.6,2143
Predators,28,"[28, 878, 12, 53]",34851,en,16.215999999999998,2010-07-03,6.1,1979
The Social Network,29,[18],37799,en,15.889000000000001,2010-10-01,7.2,6116
Undisputed III: Redemption,30,"[28, 53]",38234,en,15.886,2010-05-22,7.4,302
Apollo 13,31,"[18, 36]",568,en,15.855,1995-06-30,7.4,2821
Armageddon,32,"[28, 53, 878, 12]",95,en,15.799000000000001,1998-07-01,6.7,4267
The Bourne Ultimatum,33,"[28, 18, 9648, 53]",2503,en,15.62,2007-08-03,7.4,4440
Clash of the Titans,34,"[12, 14, 28]",18823,en,15.574000000000002,2010-04-02,5.7,3714
The Back-Up Plan,35,"[35, 10749]",34806,en,15.49,2010-04-23,6.0,806
Robin Hood,36,"[28, 12, 18]",20662,en,15.444,2010-05-14,6.3,2569
Nanny McPhee and the Big Bang,37,"[35, 14, 10751]",35019,en,15.213,2010-08-20,6.1,953
Shrek Forever After,38,"[35, 12, 14, 16, 10751]",10192,en,15.040999999999999,2010-05-16,6.1,3843
Easy A,39,[35],37735,en,14.69,2010-09-17,6.8,4168
The Sorcerer's Apprentice,40,"[14, 12, 28, 35, 18]",27022,en,14.463,2010-07-13,5.9,2879
Scott Pilgrim vs. the World,41,"[28, 35, 10749]",22538,en,14.383,2010-08-13,7.3,3882
Grown Ups,42,[35],38365,en,14.290999999999999,2010-06-24,6.1,3171
Some Like It Hot,43,"[35, 10749]",239,en,14.2,1959-03-18,8.2,1562
Faster,44,"[80, 18, 28, 53]",41283,en,14.172,2010-11-23,6.2,895
The Wolfman,45,[27],7978,en,14.03,2010-02-12,5.7,1009
Unstoppable,46,"[28, 53]",44048,en,14.01,2010-11-12,6.4,1913
Black Swan,47,"[18, 53]",44214,en,13.745,2010-12-03,7.6,8374
Tinker Bell and the Great Fairy Rescue,48,"[16, 12, 10751, 14]",44683,en,13.724,2010-09-21,6.5,451
Tres metros sobre el cielo,49,"[10749, 18]",61979,es,13.720999999999998,2010-12-20,7.5,960
Centurion,50,"[12, 28, 18]",23759,en,13.548,2010-02-15,6.1,673
The Other Guys,51,"[28, 35, 80]",27581,en,13.508,2010-08-06,6.2,2187
The Town,52,"[80, 18, 53]",23168,en,13.475999999999999,2010-09-17,7.1,2386
Jonah Hex,53,"[28, 37, 18, 14, 53]",20533,en,13.467,2010-06-18,4.6,708
TRON: Legacy,54,"[12, 28, 878]",20526,en,13.459000000000001,2010-12-10,6.3,4387
Prince of Persia: The Sands of Time,55,"[12, 14, 28, 10749]",9543,en,13.44,2010-05-27,6.2,4040
The Great Mouse Detective,56,"[35, 16, 10751]",9994,en,13.347999999999999,1986-07-02,7.1,769
The Lovely Bones,57,"[14, 18]",7980,en,13.285,2010-01-15,6.8,2226
All About Eve,58,[18],705,en,13.163,2000-10-06,8.2,685
True Grit,59,"[18, 12, 37]",44264,en,13.118,2010-12-22,7.2,2816
I Spit on Your Grave,60,"[53, 80, 27]",43947,en,13.102,2010-10-08,6.3,977
Kick-Ass,61,"[28, 80]",23483,en,13.08,2010-04-16,7.1,7540
Robot Chicken: Star Wars Episode III,62,"[35, 878, 16]",51888,en,13.062000000000001,2010-12-19,7.5,60
Salt,63,"[28, 9648, 53]",27576,en,13.025,2010-07-23,6.3,3240
Legend of the BoneKnapper Dragon,64,"[10770, 16, 14, 10751]",47626,en,13.013,2010-10-15,6.4,116
From Paris with Love,65,"[28, 80, 53]",26389,en,12.862,2010-02-05,6.2,1075
Batman: Under the Red Hood,66,"[28, 16, 9648]",40662,en,12.704,2010-07-27,7.7,756
Arthur 3: la guerre des deux mondes,67,"[16, 12, 14, 10751]",42949,en,12.679,2010-08-22,5.6,865
Tooth Fairy,68,"[35, 10751, 14]",23023,en,12.65,2010-01-22,5.3,1058
Machete,69,"[28, 35, 53]",23631,en,12.557,2010-09-03,6.3,1862
El secreto de sus ojos,70,"[80, 18, 9648, 10749]",25376,es,12.530999999999999,2010-04-16,7.9,1141
Date Night,71,[35],35056,en,12.498,2010-04-08,6.0,1743
Due Date,72,"[35, 18]",41733,en,12.445,2010-11-04,6.3,2973
Repo Men,73,"[28, 878, 53, 80]",31867,en,12.437000000000001,2010-03-19,6.2,976
Superman/Shazam!: The Return of Black Adam,74,"[16, 28]",43641,en,12.395,2010-11-09,7.1,140
サマーウォーズ,75,[16],28874,ja,12.275,2010-10-13,7.5,447
The Karate Kid,76,"[28, 12, 18, 10751]",38575,en,12.255999999999998,2010-06-10,6.3,3140
Diary of a Wimpy Kid,77,"[35, 10751]",33217,en,12.255999999999998,2010-03-19,6.0,736
The Crazies,78,"[9648, 27, 28]",29427,en,12.245999999999999,2010-02-26,6.2,1036
Luftslottet som sprängdes,79,"[28, 53, 80, 9648]",33613,sv,12.235,2010-10-29,7.0,705
Little Fockers,80,"[35, 10749]",39451,en,12.152999999999999,2010-12-21,5.6,1883
RED,81,"[28, 12, 35, 80, 53]",39514,en,12.082,2010-10-14,6.6,4162
Dear John,82,"[18, 10749, 10752]",22971,en,12.048,2010-02-04,6.8,2676
Legion,83,[27],22894,en,12.032,2010-01-22,5.3,1154
ゲド戦記,84,"[12, 14, 16, 878]",37933,ja,12.005,2010-08-13,6.6,502
Leap Year,85,"[10749, 35]",25195,en,11.821,2010-01-08,6.7,990
Life As We Know It,86,"[35, 10749, 18]",38408,en,11.806,2010-10-02,6.8,1748
Flickan som lekte med elden,87,"[18, 28, 53, 80, 9648]",24253,sv,11.655,2010-07-09,7.0,881
Fair Game,88,"[18, 53]",38363,en,11.624,2010-05-20,6.6,384
Camp Rock 2: The Final Jam,89,"[35, 10402, 10770]",44244,en,11.542,2010-09-03,6.1,878
Green Zone,90,"[10752, 28, 12, 18, 53]",22972,en,11.519,2010-03-11,6.4,1176
Justice League: Crisis on Two Earths,91,"[28, 12, 16]",30061,en,11.498,2010-02-23,7.2,277
Remember Me,92,"[18, 10749]",23169,en,11.453,2010-03-12,7.1,2079
127 Hours,93,"[12, 18, 53]",44115,en,11.435,2010-11-05,7.0,4469
Scooby-Doo! Curse of the Lake Monster,94,"[9648, 14, 35, 12]",47533,de,11.372,2010-10-15,5.6,171
Piranha 3D,95,"[35, 27]",43593,en,11.302,2010-08-20,5.3,1029
Valhalla Rising,96,"[12, 18, 28, 14]",37861,en,11.26,2010-07-16,6.0,582
Edge of Darkness,97,"[80, 18, 9648, 53]",12201,en,11.252,2010-01-29,6.3,794
Les Aventures extraordinaires d'Adèle Blanc-Sec,98,"[14, 12, 28, 9648]",35552,fr,11.220999999999998,2010-04-14,6.0,671
Valentine's Day,99,"[35, 10749]",32856,en,11.187000000000001,2010-02-11,5.8,1907
The Next Three Days,100,"[10749, 18, 53, 80]",43539,en,11.147,2010-11-19,7.0,1469
Kung Fu Panda Holiday,101,"[16, 10751, 10770]",50393,en,11.083,2010-11-26,6.6,110
Buried,102,"[18, 53, 9648]",26388,en,10.888,2010-09-24,6.6,1487
乱,103,"[28, 18, 36]",11645,ja,10.885,1985-09-26,8.1,600
Operation: Endgame,104,"[12, 28, 35, 53]",41135,en,10.799000000000001,2010-07-20,4.9,88
Gulliver's Travels,105,"[35, 12, 10751, 14]",38745,en,10.767999999999999,2010-12-25,5.1,1282
Legend of the Guardians: The Owls of Ga'Hoole,106,"[16, 12, 10751, 14]",41216,en,10.754000000000001,2010-09-24,6.6,1223
The Spy Next Door,107,"[28, 35, 10751]",23172,en,10.745999999999999,2010-01-15,5.7,650
Jackass 3D,108,"[35, 99, 28]",16290,en,10.715,2010-10-15,6.3,655
The Babysitters,109,[18],13078,en,10.71,2008-05-09,5.3,125
Banlieue 13 - Ultimatum,110,"[28, 53, 80]",15357,fr,10.661,2010-02-05,6.1,555
[REC]²,111,"[53, 27]",10664,es,10.66,2010-07-09,6.5,920
Open Season 3,112,"[12, 16, 10751, 35]",51170,en,10.614,2010-01-25,5.5,237
Morning Glory,113,"[35, 18, 10749]",38357,en,10.595,2010-11-10,6.3,717
Harry Brown,114,"[53, 80, 18, 28]",25941,en,10.555,2010-04-30,6.8,505
Cats & Dogs: The Revenge of Kitty Galore,115,"[35, 10751, 28, 14]",39691,en,10.544,2010-07-30,4.9,273
The Fighter,116,[18],45317,en,10.395,2010-12-17,7.3,2325
9 Songs,117,"[18, 10402, 10749]",27,en,10.332,2004-09-09,4.9,170
The Tourist,118,"[28, 53, 10749]",37710,en,10.307,2010-12-10,6.1,3133
The Cutting Edge: Fire & Ice,119,"[18, 10749]",40080,en,10.302999999999999,2010-03-14,6.0,63
Forbidden Planet,120,[878],830,en,10.274000000000001,1956-03-15,7.3,388
Barbie in A Mermaid Tale,121,"[16, 10751, 14]",34134,en,10.252,2010-03-01,6.7,282
葉問,122,"[18, 28, 36]",14756,cn,10.23,2010-10-01,7.7,1906
Killers,123,"[28, 35, 53, 10749]",37821,en,10.221,2010-06-04,5.8,1314
You Again,124,"[35, 10749]",38303,en,10.208,2010-09-24,6.2,734
Devil,125,"[27, 9648, 53]",44040,en,10.203,2010-09-17,5.9,1516
The Losers,126,"[28, 12, 80, 9648, 53]",34813,en,10.202,2010-04-23,6.2,844
Animal Kingdom,127,"[18, 53, 80, 9648]",44629,en,10.187999999999999,2010-08-13,6.8,399
Wall Street: Money Never Sleeps,128,"[18, 80]",33909,en,10.177,2010-09-20,6.0,797
Monsters,129,"[18, 53, 878]",43933,en,10.175,2010-10-29,6.2,848
Hot Tub Time Machine,130,"[878, 35, 12]",23048,en,10.15,2010-03-26,6.0,1383
A Matter of Loaf and Death,131,"[16, 35, 10751, 80, 9648]",14447,en,10.1,2010-02-19,7.2,219
Love & Other Drugs,132,"[18, 35, 10749]",43347,en,10.09,2010-11-24,6.9,2509
16 Wishes,133,"[14, 18, 10751]",40205,en,10.068,2010-06-25,5.9,688
Never Let Me Go,134,"[18, 10749, 878]",42188,en,10.012,2010-09-15,6.8,1294
It's Kind of a Funny Story,135,"[35, 18]",43923,en,10.01,2010-10-08,7.0,1324
Eat Pray Love,136,[18],38167,en,9.991,2010-08-12,6.0,1208
Sex and the City 2,137,"[35, 18, 10749]",37786,en,9.986,2010-05-27,5.9,809
Four Lions,138,"[35, 80, 18]",37495,en,9.968,2010-11-05,7.0,621
When in Rome,139,"[35, 14, 10749]",13477,en,9.926,2010-01-29,5.9,703
The Bounty Hunter,140,"[28, 35, 18]",27573,en,9.861,2010-03-19,5.7,1627
Winter's Bone,141,[18],39013,en,9.824,2010-06-11,6.9,931
Waiting for Forever,142,"[18, 10749]",52338,en,9.818999999999999,2010-02-10,5.7,172
My Soul to Take,143,"[18, 27, 9648, 53]",43931,en,9.808,2010-10-08,5.4,247
A Nightmare on Elm Street,144,"[27, 9648, 53]",23437,en,9.795,2010-04-30,5.5,1408
Flipped,145,"[10749, 18]",43949,en,9.781,2010-08-06,7.4,859
Let Me In,146,"[18, 27, 9648]",41402,en,9.716000000000001,2010-10-01,6.7,1061
Unthinkable,147,"[18, 53]",38199,en,9.693,2010-06-15,6.7,623
Frozen,148,[53],44363,en,9.677999999999999,2010-02-05,5.8,987
Smokin' Aces 2: Assassins' Ball,149,"[28, 35, 80, 53]",29564,en,9.565,2010-01-19,5.4,141
Enter the Void,150,"[14, 18]",34647,en,9.562999999999999,2010-09-24,7.3,773
Bereavement,151,"[80, 27]",55890,en,9.55,2010-07-16,5.3,71
Inside Job,152,[99],44639,en,9.514,2010-10-08,7.8,466
Mother's Day,153,"[80, 53]",101669,en,9.496,2010-09-23,6.4,193
Carrie,154,"[27, 53]",7340,en,9.467,1976-11-03,7.1,1766
Charlie St. Cloud,155,"[18, 10749]",37950,en,9.454,2010-05-01,6.9,1398
Furry Vengeance,156,"[35, 10751]",35169,en,9.45,2010-04-02,4.6,283
Casino Jack,157,"[80, 35, 18]",45324,en,9.432,2010-12-17,6.1,149
Starstruck,158,"[35, 10749, 10770, 10402]",35558,en,9.406,2010-02-14,6.7,627
Beauty & the Briefcase,159,"[10749, 35]",39285,en,9.405,2010-04-18,5.5,250
After.Life,160,"[18, 27, 9648, 53]",36419,en,9.395,2009-11-07,5.7,416
Another Year,161,"[35, 18]",44009,en,9.394,2010-12-29,7.0,150
Letters to Juliet,162,"[35, 18, 10749]",37056,en,9.394,2010-05-14,6.9,1706
Rabbit Hole,163,[18],27585,en,9.389,2010-12-16,6.8,292
Wild Target,164,"[28, 35]",44147,en,9.355,2010-10-29,6.4,356
The Last Exorcism,165,"[27, 18, 53]",38358,en,9.35,2010-08-27,5.6,519
The Experiment,166,"[53, 18]",43549,en,9.261000000000001,2010-07-15,6.5,553
Konferenz der Tiere,167,"[16, 10751, 35]",50135,de,9.258,2010-10-07,5.4,151
Bitch Slap,168,"[18, 28, 35, 53, 80]",26715,en,9.253,2010-01-08,4.7,148
L'arnacoeur,169,"[10749, 35]",41211,fr,9.241,2010-09-10,6.6,761
The Last Song,170,"[18, 10751, 10749]",35690,en,9.237,2010-03-31,7.2,2199
Benvenuti al sud,171,[35],48415,it,9.187999999999999,2010-12-20,6.7,1071
Tucker and Dale vs. Evil,172,"[35, 27]",46838,en,9.158999999999999,2010-01-22,7.3,1427
Yogi Bear,173,"[35, 10751, 16, 12]",41515,en,9.096,2010-12-17,5.3,387
The Disappearance of Alice Creed,174,"[80, 18, 53]",38542,en,9.087,2010-04-30,6.6,280
You Don't Know Jack,175,[18],36950,en,9.071,2010-04-14,7.0,176
Secretariat,176,[18],39486,en,9.059,2010-10-08,7.0,200
The American,177,"[80, 18, 53]",27579,en,9.042,2010-09-01,5.8,690
Blue Valentine,178,"[18, 10749]",46705,en,8.994,2010-12-29,6.9,1677
Vampires Suck,179,"[35, 27]",40264,en,8.992,2010-08-18,4.1,658
Incendies,180,"[18, 10752, 9648]",46738,fr,8.972999999999999,2010-09-04,8.1,1034
Takers,181,"[28, 80, 18, 53]",22907,en,8.969,2010-08-26,6.2,605
"Family Guy Presents: Something, Something, Something, Dark Side",182,"[16, 35, 878]",278604,en,8.956,2010-05-23,7.1,194
Superman/Batman: Apocalypse,183,"[28, 12, 16, 10751, 878]",45162,en,8.884,2010-09-28,7.0,291
Skyline,184,"[878, 28]",42684,en,8.847000000000001,2010-11-12,4.8,833
Cop Out,185,"[28, 35, 80]",23742,en,8.82,2010-02-26,5.4,796
Chloe,186,"[18, 53, 9648]",28211,en,8.807,2010-03-26,5.9,940
Stake Land,187,"[18, 27, 878]",52015,en,8.799,2010-10-01,6.2,415
Брестская крепость,188,"[10752, 18, 36, 28]",50618,ru,8.769,2010-11-11,7.3,75
Cave of Forgotten Dreams,189,"[99, 10751]",59490,en,8.762,2010-11-03,7.3,143
The Descent: Part 2,190,"[12, 27, 53]",34480,en,8.741,2010-04-27,6.0,480
Titanic II,191,"[28, 12, 53]",44918,en,8.729,2010-08-24,3.2,90
Dante's Inferno: An Animated Epic,192,"[28, 12, 16, 27]",31967,en,8.711,2010-02-09,6.0,102
L'Immortel,193,"[28, 80, 53]",37645,fr,8.697000000000001,2010-03-24,6.5,508
Exit Through the Gift Shop,194,[99],39452,en,8.696,2010-01-24,7.7,467
Habitación en Roma,195,"[18, 10749]",48650,es,8.682,2010-11-11,6.1,236
Burlesque,196,"[18, 10749]",42297,en,8.676,2010-11-23,7.1,1195
Elektra Luxx,197,"[35, 18]",56272,en,8.595,2010-03-14,4.9,74
冷たい熱帯魚,198,"[18, 53, 80]",68341,ja,8.582,2010-07-05,6.6,113
Wir sind die Nacht,199,"[14, 18, 27, 10749]",52587,de,8.57,2010-11-11,6.2,129
Elena Undone,200,"[18, 10749]",56743,en,8.531,2010-06-25,7.2,81
The Final,201,"[53, 27]",34583,en,8.517000000000001,2010-01-28,5.6,131
Hatchet II,202,"[27, 35, 53]",43919,en,8.513,2010-10-01,5.5,160
Louis C.K.: Hilarious,203,[35],45523,en,8.504,2010-01-26,8.0,127
Ca$h,204,"[80, 53, 35, 9648]",27004,en,8.503,2010-01-01,5.8,112
Marmaduke,205,"[10751, 35]",38579,en,8.487,2010-06-04,5.1,367
Get Him to the Greek,206,[35],32823,en,8.485,2010-06-04,5.9,980
Womb,207,"[10749, 878]",59457,en,8.482999999999999,2010-07-15,6.1,159
London Boulevard,208,"[18, 80]",48838,en,8.469,2010-11-12,5.9,409
Twelve,209,"[53, 18, 28, 80]",40720,en,8.46,2010-07-30,5.9,147
レドライン,210,"[14, 18, 28, 53, 16]",71883,ja,8.436,2010-09-23,7.4,110
The Kids Are All Right,211,"[35, 18]",39781,en,8.426,2010-07-09,6.6,854
BloodRayne: The Third Reich,212,"[28, 12, 14, 27]",12685,en,8.419,2010-11-05,3.7,83
Peacock,213,"[9648, 53]",11761,it,8.414,2010-04-20,6.1,104
Don't Be Afraid of the Dark,214,"[14, 27, 53]",46261,en,8.405,2010-11-06,5.5,550
L'illusionniste,215,"[16, 18]",41201,fr,8.404,2010-12-25,7.4,280
Stone,216,"[18, 53]",44113,en,8.401,2010-10-22,5.2,334
Welcome to the Rileys,217,[18],31007,en,8.347999999999999,2010-10-29,6.5,241
Rubber,218,"[35, 18, 14, 27, 9648]",45649,en,8.318999999999999,2010-09-01,5.9,417
Bunraku,219,"[53, 28, 18]",30618,en,8.282,2010-09-01,5.9,161
Going the Distance,220,"[35, 18, 10749]",38073,en,8.281,2010-09-03,6.0,394
Los ojos de Julia,221,"[27, 53]",52274,es,8.267999999999999,2010-10-29,6.7,415
The Warrior's Way,222,"[12, 14, 28, 37, 53]",46528,en,8.259,2010-12-03,6.1,203
Last Night,223,"[18, 10749]",23830,en,8.244,2010-09-18,6.1,444
Get Low,224,"[35, 18, 9648]",44718,en,8.215,2010-01-22,6.7,135
Mine vaganti,225,"[35, 18, 10749]",40794,it,8.202,2010-04-28,7.4,310
The Runaways,226,"[18, 10402]",27586,en,8.19,2010-03-19,6.4,448
Bloomington,227,"[18, 10749]",51736,en,8.176,2010-06-23,6.6,65
Paranormal Activity 2,228,"[27, 53]",41436,en,8.163,2010-10-21,5.7,1342
Tom and Jerry Meet Sherlock Holmes,229,"[12, 16, 10751, 35]",43956,en,8.142000000000001,2010-08-24,6.6,19
L'Instinct de mort,230,"[18, 28, 53, 80]",13635,fr,8.131,2010-08-27,7.4,434
Mega Shark vs. Crocosaurus,231,"[28, 27, 878]",52454,en,8.129,2010-12-21,2.7,60
Metropia,232,"[16, 18, 878, 53]",36800,en,8.113,2010-05-12,6.3,82
The Company Men,233,[18],44129,en,8.109,2010-10-21,6.6,349
Alpha and Omega,234,"[16, 10751, 35, 12, 10749]",12819,en,8.107999999999999,2010-09-17,5.4,227
Avalon High,235,"[10770, 18, 10751, 14]",50479,en,8.097999999999999,2010-11-12,6.1,313
30 Days of Night: Dark Days,236,"[27, 53]",42941,en,8.086,2010-10-05,4.7,218
Minions: Orientation Day,237,"[16, 35, 10751]",54559,en,8.052999999999999,2010-12-13,6.9,117
Planet Hulk,238,"[16, 28, 878]",30675,en,8.052999999999999,2010-02-02,6.7,185
13,239,"[18, 53]",44982,en,8.007,2010-03-12,5.7,392
Survival of the Dead,240,"[27, 878]",29426,en,7.9639999999999995,2010-05-28,4.8,199
La solitudine dei numeri primi,241,[18],53399,it,7.959,2010-10-10,5.8,218
錦衣衛,242,"[18, 28, 53]",34179,zh,7.9479999999999995,2010-02-04,6.6,87
Barbie: A Fashion Fairytale,243,"[10751, 16]",44874,en,7.947,2010-09-14,6.8,228
Sharktopus,244,"[27, 35, 878, 53, 10770, 28]",46020,en,7.943,2010-09-25,4.4,69
Burning Bright,245,"[18, 27, 53]",39957,en,7.938,2010-08-17,6.0,113
Hereafter,246,"[18, 14]",44603,en,7.886,2010-10-22,5.9,848
All Good Things,247,"[18, 9648, 53, 80, 10749]",46503,en,7.871,2010-12-03,6.0,493
Defendor,248,"[18, 28, 35, 80]",34769,en,7.8629999999999995,2010-02-26,6.4,295
The Dead,249,"[27, 28, 53, 878]",74471,en,7.841,2010-10-07,5.7,89
Day & Night,250,"[16, 10751]",40619,en,7.835,2010-06-17,7.7,438
दबंग्ग,251,"[28, 35, 80]",44425,hi,7.831,2010-09-10,6.2,73
The Ghost Writer,252,"[53, 9648]",11439,en,7.829,2010-02-12,6.8,1135
Inhale,253,"[18, 28, 53]",12645,en,7.8260000000000005,2010-10-01,6.1,63
Le Mac,254,[35],35025,fr,7.825,2010-02-16,5.7,144
Derailed,255,"[18, 53]",8999,en,7.814,2005-11-11,6.2,500
She's Out of My League,256,"[35, 10749]",34016,en,7.775,2010-03-12,6.1,970
Triangle,257,[27],26466,en,7.761,2010-02-02,6.8,1094
Boy,258,"[18, 35]",39356,en,7.7589999999999995,2012-03-02,7.5,149
Tout ce qui Brille,259,[35],44269,fr,7.756,2010-12-03,6.4,456
The Switch,260,"[35, 10749, 18]",41210,en,7.745,2010-08-20,6.1,1008
Cyrus,261,"[35, 18, 10749]",39053,en,7.735,2010-06-18,6.0,201
"L'Amour, c'est mieux à deux",262,"[35, 10749]",136294,fr,7.7010000000000005,2010-06-29,5.6,118
L'ennemi public n°1,263,"[28, 53, 80, 18]",15362,fr,7.7,2010-09-03,7.4,404
Lottery Ticket,264,[35],41382,en,7.699,2010-08-20,5.7,92
Biutiful,265,[18],45958,es,7.697,2010-12-28,7.2,546
Der rote Baron,266,"[28, 12, 18, 36, 10752]",8349,de,7.676,2010-02-11,6.5,111
The Romantics,267,"[35, 18, 10749]",41556,en,7.676,2010-09-10,4.9,145
MacGruber,268,"[28, 12, 35]",37931,en,7.666,2010-05-21,5.3,270
Mirrors 2,269,"[27, 9648, 53]",46441,en,7.662999999999999,2010-10-19,5.5,182
Kill Theory,270,"[27, 53, 9648]",19237,en,7.662999999999999,2010-01-29,5.3,58
剑雨,271,"[36, 28]",44092,zh,7.621,2010-09-01,6.8,87
My Name Is Khan,272,"[18, 10749]",26022,hi,7.619,2010-02-12,7.8,409
Kongen av Bastøy,273,"[18, 28]",73211,no,7.6160000000000005,2010-12-20,7.3,96
大兵小将,274,"[28, 35, 12]",35138,zh,7.607,2010-02-14,6.8,123
Somewhere,275,"[35, 18]",39210,en,7.596,2010-12-22,6.1,376
Greenberg,276,"[35, 18, 10749]",27583,en,7.57,2010-03-26,5.9,280
Country Strong,277,"[18, 10749, 10402]",45272,en,7.567,2010-12-22,6.3,126
The Nutcracker in 3D,278,"[10402, 14, 28, 10751]",49852,en,7.566,2010-11-24,5.5,97
Oceans,279,"[99, 10751]",36970,en,7.532,2010-04-21,7.2,167
Conviction,280,[18],45094,en,7.51,2010-10-15,7.2,297
The Way Back,281,"[18, 12, 36]",49009,en,7.502999999999999,2010-09-03,6.9,759
The Search for Santa Paws,282,"[10751, 12]",48844,en,7.452000000000001,2010-11-23,5.9,85
Ramona and Beezus,283,"[35, 10751]",38843,en,7.442,2010-07-23,6.3,460
Mes chères études,284,[18],65496,fr,7.394,2010-11-11,4.8,67
The Client List,285,[18],41180,en,7.382000000000001,2010-07-19,5.6,108
Prayers for Bobby,286,"[18, 36, 10770]",21634,en,7.372000000000001,2009-02-27,7.9,220
김씨 표류기,287,"[18, 35, 10749]",18438,ko,7.367999999999999,2010-02-05,8.1,259
Tamara Drewe,288,"[35, 10749]",38961,en,7.364,2010-12-30,5.8,226
Barney's Version,289,"[35, 18]",46829,en,7.357,2011-01-14,7.2,210
Meek's Cutoff,290,"[18, 37]",57120,en,7.309,2010-10-08,6.5,113
Secuestrados,291,"[27, 53]",48393,es,7.297000000000001,2010-06-17,6.3,98
Growth,292,"[27, 878, 53]",31196,en,7.28,2010-01-29,5.2,33
Made in Dagenham,293,"[35, 18, 36]",46138,en,7.275,2010-11-19,6.6,150
Donkey's Christmas Shrektacular,294,"[14, 16, 18, 35, 878, 10751]",51256,en,7.265,2010-12-07,5.3,70
Revenge of the Bridesmaids,295,"[35, 10749, 10770]",62592,en,7.216,2010-07-18,6.3,165
The Lost Future,296,"[12, 878]",50674,en,7.188,2010-11-13,5.0,79
Catfish,297,[99],42296,en,7.172000000000001,2010-09-17,6.8,284
The Drawn Together Movie: The Movie!,298,"[16, 35]",36736,en,7.171,2010-04-20,6.4,54
Triage,299,"[18, 53, 9648]",33195,en,7.155,2010-08-10,6.5,82
The Tortured,300,[27],47518,en,7.148,2010-06-15,5.3,77
Kevin Hart: Seriously Funny,301,[35],42189,en,7.146,2010-07-20,7.3,89
Hesher,302,[18],44835,en,7.14,2010-01-22,7.0,335
Howl,303,[18],38568,en,7.12,2010-09-24,6.8,100
Restrepo,304,"[99, 10752]",39312,en,7.119,2010-06-25,7.5,188
Banana,305,"[16, 35, 10751]",54551,en,7.117999999999999,2010-12-13,7.1,178
Lying to Be Perfect,306,[35],70076,en,7.108,2010-01-30,6.1,85
Nowhere Boy,307,[18],33511,en,7.099,2010-01-27,7.3,469
Red White & Blue,308,"[18, 53]",41827,en,7.09,2010-10-08,6.2,64
The Killer Inside Me,309,"[80, 18, 53]",37414,en,7.087000000000001,2010-04-27,5.9,304
Dellamorte Dellamore,310,"[14, 18, 27, 35]",21588,it,7.077999999999999,1996-04-26,7.1,192
Scooby-Doo! Camp Scare,311,"[16, 35, 10751]",45752,en,7.047999999999999,2010-09-14,7.2,52
Just Wright,312,"[35, 18, 10749]",38093,en,7.047000000000001,2010-05-14,6.2,211
