,title,studio,domestic_gross,foreign_gross,year,id,production_budget,profitability
127,The Kids Are All Right,Focus,20800000.0,13900000.0,2010.0,87.0,4000000.0,30700000.0
1602,Nightcrawler,ORF,32400000.0,6300000.0,2014.0,34.0,8500000.0,30200000.0
1603,Devil's Due,Fox,15800000.0,21100000.0,2014.0,14.0,7000000.0,29900000.0
424,The Darkest Hour,Sum.,21400000.0,43200000.0,2011.0,58.0,34800000.0,29800000.0
107,She's Out of My League,Par.,32000000.0,17800000.0,2010.0,62.0,20000000.0,29800000.0
1256,Kevin Hart: Let Me Explain,LG/S,32200000.0,74000.0,2013.0,14.0,2500000.0,29774000.0
3138,A Wrinkle in Time,BV,100500000.0,32200000.0,2018.0,58.0,103000000.0,29700000.0
2002,A Walk in the Woods,BG,29500000.0,8000000.0,2015.0,75.0,8000000.0,29500000.0
439,Soul Surfer,TriS,43900000.0,3200000.0,2011.0,83.0,18000000.0,29100000.0
1967,The Longest Ride,Fox,37400000.0,25500000.0,2015.0,61.0,34000000.0,28900000.0
3178,Peppermint,STX,35400000.0,18400000.0,2018.0,21.0,25000000.0,28800000.0
3184,Uncle Drew,LG/S,42500000.0,4200000.0,2018.0,85.0,18000000.0,28700000.0
1989,"McFarland, USA",BV,44500000.0,1200000.0,2015.0,80.0,17000000.0,28700000.0
93,Hot Tub Time Machine,MGM,50300000.0,14300000.0,2010.0,10.0,36000000.0,28600000.0
786,Cloud Atlas,WB,27100000.0,103400000.0,2012.0,63.0,102000000.0,28500000.0
1999,Carol,Wein.,12700000.0,27600000.0,2015.0,60.0,11800000.0,28500000.0
1235,Tyler Perry's A Madea Christmas,LGF,52500000.0,853000.0,2013.0,93.0,25000000.0,28353000.0
1237,Delivery Man,BV,30700000.0,19300000.0,2013.0,21.0,22000000.0,28000000.0
829,Lawless,Wein.,37400000.0,16300000.0,2012.0,38.0,26000000.0,27700000.0
2455,The Forest,Focus,26600000.0,11000000.0,2016.0,92.0,10000000.0,27600000.0
1572,Jersey Boys,WB,47000000.0,20600000.0,2014.0,43.0,40000000.0,27600000.0
59,Cats & Dogs: The Revenge of Kitty Galore,WB,43600000.0,68900000.0,2010.0,17.0,85000000.0,27500000.0
2870,Rough Night,Sony,22100000.0,25200000.0,2017.0,87.0,20000000.0,27300000.0
1979,The Night Before,Sony,43000000.0,9300000.0,2015.0,6.0,25000000.0,27300000.0
1243,Texas Chainsaw 3D,LGF,34300000.0,12900000.0,2013.0,55.0,20000000.0,27200000.0
3176,The 15:17 to Paris,WB,36300000.0,20800000.0,2018.0,23.0,30000000.0,27100000.0
1257,Spring Breakers,A24,14100000.0,17600000.0,2013.0,3.0,5000000.0,26700000.0
443,Beastly,CBS,27900000.0,15300000.0,2011.0,87.0,17000000.0,26200000.0
1246,The World's End,Focus,26000000.0,20100000.0,2013.0,76.0,20000000.0,26100000.0
2446,Risen,Sony,36900000.0,9200000.0,2016.0,48.0,20000000.0,26100000.0
1972,The Walk,TriS,10100000.0,51000000.0,2015.0,33.0,35000000.0,26100000.0
2454,Hell or High Water,LGF,27000000.0,10900000.0,2016.0,77.0,12000000.0,25900000.0
442,The Debt,Focus,31200000.0,14500000.0,2011.0,65.0,20000000.0,25700000.0
2449,Almost Christmas,Uni.,42200000.0,422000.0,2016.0,81.0,17000000.0,25622000.0
1564,Muppets Most Wanted,BV,51200000.0,29200000.0,2014.0,20.0,55000000.0,25400000.0
97,Secretariat,BV,59700000.0,537000.0,2010.0,53.0,35000000.0,25237000.0
1583,A Walk Among the Tombstones,Uni.,26300000.0,26900000.0,2014.0,67.0,28000000.0,25200000.0
2853,The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000.0,2017.0,81.0,40000000.0,25200000.0
429,Something Borrowed,WB,39000000.0,21100000.0,2011.0,72.0,35000000.0,25100000.0
459,My Week with Marilyn,Wein.,14600000.0,20500000.0,2011.0,22.0,10000000.0,25100000.0
1259,Don Jon,Rela.,24500000.0,6000000.0,2013.0,18.0,5500000.0,25000000.0
3175,Adrift,STX,31400000.0,28500000.0,2018.0,89.0,35000000.0,24900000.0
827,The Three Stooges,Fox,44300000.0,10500000.0,2012.0,4.0,30000000.0,24800000.0
1584,3 Days to Kill,Rela.,30700000.0,21900000.0,2014.0,64.0,28000000.0,24600000.0
449,The Roommate,SGem,37300000.0,3200000.0,2011.0,39.0,16000000.0,24500000.0
1996,Love the Coopers,LGF,26300000.0,16100000.0,2015.0,98.0,18000000.0,24400000.0
828,The Five-Year Engagement,Uni.,28800000.0,25100000.0,2012.0,37.0,30000000.0,23900000.0
2003,Ex Machina,A24,25400000.0,11400000.0,2015.0,72.0,13000000.0,23800000.0
2880,T2: Trainspotting,TriS,2400000.0,39300000.0,2017.0,40.0,18000000.0,23700000.0
419,The Change-Up,Uni.,37100000.0,38400000.0,2011.0,72.0,52000000.0,23500000.0
847,Arbitrage,RAtt.,7900000.0,27600000.0,2012.0,9.0,12000000.0,23500000.0
1998,Ricki and the Flash,TriS,26800000.0,14500000.0,2015.0,95.0,18000000.0,23300000.0
66,Killers,LGF,47100000.0,51100000.0,2010.0,54.0,75000000.0,23200000.0
2445,Eddie the Eagle,Fox,15800000.0,30400000.0,2016.0,86.0,23000000.0,23200000.0
842,Killing Them Softly,Wein.,15000000.0,22900000.0,2012.0,82.0,15000000.0,22900000.0
1265,Dark Skies,W/Dim.,17400000.0,9000000.0,2013.0,97.0,3500000.0,22900000.0
1254,Mud,RAtt.,21600000.0,11000000.0,2013.0,98.0,10000000.0,22600000.0
1255,Movie 43,Rela.,8800000.0,23600000.0,2013.0,39.0,10000000.0,22400000.0
2005,Room,A24,14700000.0,20700000.0,2015.0,80.0,13000000.0,22400000.0
1253,Inside Llewyn Davis,CBS,13200000.0,19700000.0,2013.0,94.0,11000000.0,21900000.0
1580,Dolphin Tale 2,WB,42000000.0,15800000.0,2014.0,12.0,36000000.0,21800000.0
1962,Run All Night,WB,26500000.0,45200000.0,2015.0,70.0,50000000.0,21700000.0
846,Tyler Perry's Good Deeds,LGF,35000000.0,553000.0,2012.0,86.0,14000000.0,21553000.0
3186,Mary Queen of Scots,Focus,16500000.0,29900000.0,2018.0,60.0,25000000.0,21400000.0
1596,This is Where I Leave You,WB,34300000.0,7000000.0,2014.0,57.0,20000000.0,21300000.0
1604,A Most Wanted Man,RAtt.,17200000.0,19000000.0,2014.0,76.0,15000000.0,21200000.0
2009,Project Almanac,Par.,22300000.0,10900000.0,2015.0,84.0,12000000.0,21200000.0
77,Edge of Darkness,WB,43300000.0,37800000.0,2010.0,8.0,60000000.0,21100000.0
1248,Homefront,ORF,20200000.0,22900000.0,2013.0,29.0,22000000.0,21100000.0
428,Colombiana,TriS,36700000.0,24300000.0,2011.0,60.0,40000000.0,21000000.0
855,Katy Perry: Part of Me,Par.,25300000.0,7400000.0,2012.0,79.0,12000000.0,20700000.0
2458,When the Bough Breaks,SGem,29700000.0,911000.0,2016.0,85.0,10000000.0,20611000.0
474,Apollo 18,W/Dim.,17700000.0,7900000.0,2011.0,94.0,5000000.0,20600000.0
1252,The Place Beyond the Pines,Focus,21400000.0,14100000.0,2013.0,67.0,15000000.0,20500000.0
853,The Perks of Being a Wallflower,LG/S,17700000.0,15600000.0,2012.0,77.0,13000000.0,20300000.0
99,Morning Glory,Par.,31000000.0,29000000.0,2010.0,73.0,40000000.0,20000000.0
2408,The Little Prince,EOne,1300000.0,96200000.0,2016.0,19.0,77500000.0,20000000.0
357,Green Lantern,WB,116600000.0,103300000.0,2011.0,62.0,200000000.0,19900000.0
818,Anna Karenina,Focus,12800000.0,56100000.0,2012.0,13.0,49000000.0,19900000.0
437,Winnie the Pooh,BV,26700000.0,23200000.0,2011.0,39.0,30000000.0,19900000.0
2440,Florence Foster Jenkins,Par.,27400000.0,21500000.0,2016.0,22.0,29000000.0,19900000.0
1621,A Haunted House 2,ORF,17300000.0,6600000.0,2014.0,89.0,4000000.0,19900000.0
2888,The Disaster Artist,A24,21100000.0,8700000.0,2017.0,100.0,10000000.0,19800000.0
451,Monte Carlo,Fox,23200000.0,16500000.0,2011.0,84.0,20000000.0,19700000.0
1960,Crimson Peak,Uni.,31100000.0,43600000.0,2015.0,33.0,55000000.0,19700000.0
2867,Logan Lucky,BST,27800000.0,20700000.0,2017.0,21.0,29000000.0,19500000.0
124,Brooklyn's Finest,Over.,27200000.0,9300000.0,2010.0,88.0,17000000.0,19500000.0
2427,13 Hours: The Secret Soldiers of Benghazi,Par.,52900000.0,16600000.0,2016.0,30.0,50000000.0,19500000.0
1984,Entourage,WB,32400000.0,16900000.0,2015.0,30.0,30000000.0,19300000.0
434,The Tree of Life,FoxS,13300000.0,41000000.0,2011.0,24.0,35000000.0,19300000.0
1613,Big Eyes,Wein.,14500000.0,14800000.0,2014.0,23.0,10000000.0,19300000.0
2894,The Bye Bye Man,STX,22400000.0,4300000.0,2017.0,77.0,7400000.0,19300000.0
871,Beasts of the Southern Wild,FoxS,12800000.0,8300000.0,2012.0,18.0,1800000.0,19300000.0
128,You Will Meet a Tall Dark Stranger,SPC,3200000.0,31000000.0,2010.0,27.0,15000000.0,19200000.0
1937,Seventh Son,Uni.,17200000.0,97000000.0,2015.0,24.0,95000000.0,19200000.0
2859,Snatched,Fox,45900000.0,15000000.0,2017.0,51.0,42000000.0,18900000.0
101,Cop Out,WB,44900000.0,10700000.0,2010.0,99.0,37000000.0,18600000.0
1239,The Last Stand,LGF,12100000.0,36300000.0,2013.0,74.0,30000000.0,18400000.0
415,Priest,SGem,29100000.0,49200000.0,2011.0,29.0,60000000.0,18300000.0
3192,On the Basis of Sex,Focus,24600000.0,13600000.0,2018.0,81.0,20000000.0,18200000.0
2882,Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000.0,2017.0,27.0,22000000.0,18100000.0
3208,"Paul, Apostle of Christ",Affirm,17600000.0,5500000.0,2018.0,95.0,5000000.0,18100000.0
1993,Legend,Uni.,1900000.0,41100000.0,2015.0,63.0,25000000.0,18000000.0
1251,Jobs,ORF,16100000.0,19800000.0,2013.0,11.0,18000000.0,17900000.0
73,Dinner for Schmucks,P/DW,73000000.0,13800000.0,2010.0,51.0,69000000.0,17800000.0
1608,The November Man,Rela.,25000000.0,7500000.0,2014.0,61.0,15000000.0,17500000.0
1266,Enough Said,FoxS,17600000.0,7700000.0,2013.0,88.0,8000000.0,17300000.0
2478,Fifty Shades of Black,ORF,11700000.0,10500000.0,2016.0,15.0,5000000.0,17200000.0
113,The Spy Next Door,LGF,24300000.0,20900000.0,2010.0,68.0,28000000.0,17200000.0
149,Buried,LGF,1000000.0,18100000.0,2010.0,2.0,1987650.0,17112350.0
123,For Colored Girls,LGF,37700000.0,17300.0,2010.0,67.0,21000000.0,16717300.0
2004,Burnt,Wein.,13700000.0,23000000.0,2015.0,27.0,20000000.0,16700000.0
1980,Hot Pursuit,WB (NL),34600000.0,17100000.0,2015.0,79.0,35000000.0,16700000.0
1282,Fruitvale Station,Wein.,16100000.0,1300000.0,2013.0,38.0,900000.0,16500000.0
487,Margin Call,RAtt.,5400000.0,14200000.0,2011.0,37.0,3400000.0,16200000.0
826,The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012.0,36.0,40000000.0,16100000.0
2881,Fist Fight,WB (NL),32200000.0,8900000.0,2017.0,29.0,25000000.0,16100000.0
3162,Vice,Annapurna,47800000.0,28200000.0,2018.0,100.0,60000000.0,16000000.0
1261,Nebraska,Par.,17700000.0,10000000.0,2013.0,91.0,12000000.0,15700000.0
2001,The Water Diviner,WB,4200000.0,34000000.0,2015.0,4.0,22500000.0,15700000.0
1190,Ender's Game,LG/S,61700000.0,63800000.0,2013.0,36.0,110000000.0,15500000.0
458,A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000.0,2011.0,53.0,20000000.0,15426000.0
380,Happy Feet Two,WB,64000000.0,86400000.0,2011.0,33.0,135000000.0,15400000.0
411,Hall Pass,WB (NL),45100000.0,38100000.0,2011.0,57.0,68000000.0,15200000.0
450,Shark Night 3D,Rela.,18900000.0,21300000.0,2011.0,52.0,25000000.0,15200000.0
98,The Ghost Writer,Sum.,15500000.0,44700000.0,2010.0,11.0,45000000.0,15200000.0
2426,Kubo and the Two Strings,Focus,48000000.0,21900000.0,2016.0,22.0,55000000.0,14900000.0
2489,Hardcore Henry,STX,9300000.0,7600000.0,2016.0,100.0,2000000.0,14900000.0
2471,Middle School: The Worst Years of My Life,LGF,20000000.0,3300000.0,2016.0,39.0,8500000.0,14800000.0
407,Sucker Punch,WB,36400000.0,53400000.0,2011.0,62.0,75000000.0,14800000.0
2874,mother!,Par.,17800000.0,26700000.0,2017.0,59.0,30000000.0,14500000.0
63,The Girl with the Dragon Tattoo,MBox,10100000.0,94300000.0,2010.0,51.0,90000000.0,14400000.0
1601,Million Dollar Arm,BV,36500000.0,2800000.0,2014.0,17.0,25000000.0,14300000.0
1599,The Gambler,Par.,33700000.0,5600000.0,2014.0,25.0,25000000.0,14300000.0
3224,Unfriended: Dark Web,BH Tilt,8900000.0,6300000.0,2018.0,29.0,1000000.0,14200000.0
1615,Top Five,Par.,25300000.0,800000.0,2014.0,80.0,12000000.0,14100000.0
1244,The Big Wedding,LGF,21800000.0,24700000.0,2013.0,87.0,32500000.0,14000000.0
1271,Baggage Claim,FoxS,21600000.0,887000.0,2013.0,38.0,8500000.0,13987000.0
131,Leap Year,Uni.,25900000.0,6700000.0,2010.0,40.0,19000000.0,13600000.0
486,The Guard,SPC,5400000.0,14200000.0,2011.0,54.0,6000000.0,13600000.0
2397,Allied,Par.,40100000.0,79400000.0,2016.0,47.0,106000000.0,13500000.0
819,The Watch,Fox,35400000.0,32900000.0,2012.0,27.0,55000000.0,13300000.0
153,Soul Kitchen,IFC,277000.0,17600000.0,2010.0,3.0,4900000.0,12977000.0
150,[Rec] 2,Magn.,27800.0,18500000.0,2010.0,13.0,5600000.0,12927800.0
2432,The Nice Guys,WB,36300000.0,26500000.0,2016.0,56.0,50000000.0,12800000.0
3226,Unsane,BST,7700000.0,6600000.0,2018.0,70.0,1500000.0,12800000.0
3216,Hell Fest,LGF,11100000.0,7100000.0,2018.0,20.0,5500000.0,12700000.0
448,30 Minutes or Less,Sony,37100000.0,3500000.0,2011.0,60.0,28000000.0,12600000.0
136,Ramona and Beezus,Fox,26200000.0,1100000.0,2010.0,60.0,15000000.0,12300000.0
1264,Khumba,MNE,1000.0,27200000.0,2013.0,54.0,15000000.0,12201000.0
856,Lockout,FD,14300000.0,17900000.0,2012.0,22.0,20000000.0,12200000.0
2034,Do You Believe?,PFR,13000000.0,1400000.0,2015.0,60.0,2300000.0,12100000.0
132,You Again,BV,25700000.0,6300000.0,2010.0,78.0,20000000.0,12000000.0
456,Don't Be Afraid of the Dark,FD,24000000.0,12900000.0,2011.0,43.0,25000000.0,11900000.0
3195,The Hate U Give,Fox,29700000.0,5200000.0,2018.0,78.0,23000000.0,11900000.0
161,Winter's Bone,RAtt.,6500000.0,7300000.0,2010.0,8.0,2000000.0,11800000.0
147,Another Year,SPC,3200000.0,16500000.0,2010.0,8.0,8000000.0,11700000.0
126,Faster,CBS,23200000.0,12400000.0,2010.0,53.0,24000000.0,11600000.0
872,Polisse,IFC,211000.0,20200000.0,2012.0,24.0,8900000.0,11511000.0
1275,The Sapphires,Wein.,2500000.0,18000000.0,2013.0,3.0,9000000.0,11500000.0
3225,Upgrade,BH Tilt,12000000.0,2400000.0,2018.0,89.0,3000000.0,11400000.0
165,Blue Valentine,Wein.,9700000.0,2600000.0,2010.0,25.0,1000000.0,11300000.0
489,Shame,FoxS,3900000.0,13800000.0,2011.0,97.0,6500000.0,11200000.0
1245,Parker,FD,17600000.0,28600000.0,2013.0,18.0,35000000.0,11200000.0
889,Silent House,ORF,12800000.0,347000.0,2012.0,97.0,2000000.0,11147000.0
503,Beginners,Focus,5800000.0,8500000.0,2011.0,57.0,3200000.0,11100000.0
157,Sea Rex 3D: Journey to a Prehistoric World,3D,6100000.0,9900000.0,2010.0,31.0,5000000.0,11000000.0
2025,Dope,ORF,17500000.0,480000.0,2015.0,11.0,7000000.0,10980000.0
482,Young Adult,Par.,16300000.0,6600000.0,2011.0,94.0,12000000.0,10900000.0
2388,Gods of Egypt,LG/S,31200000.0,119500000.0,2016.0,18.0,140000000.0,10700000.0
2439,Patriots Day,LGF,31900000.0,18700000.0,2016.0,69.0,40000000.0,10600000.0
467,What's Your Number?,Fox,14000000.0,16399999.0,2011.0,24.0,20000000.0,10399999.0
854,Haywire,Rela.,18900000.0,14400000.0,2012.0,83.0,23000000.0,10300000.0
873,Amour,SPC,6700000.0,13100000.0,2012.0,51.0,9700000.0,10100000.0
1605,The Best of Me,Rela.,26800000.0,9200000.0,2014.0,42.0,26000000.0,10000000.0
120,Going the Distance,WB (NL),17800000.0,24200000.0,2010.0,11.0,32000000.0,10000000.0
795,The Campaign,WB,86900000.0,18000000.0,2012.0,18.0,95000000.0,9900000.0
460,The Sitter,Fox,30400000.0,4500000.0,2011.0,32.0,25000000.0,9900000.0
2481,The Edge of Seventeen,STX,14400000.0,4400000.0,2016.0,86.0,9000000.0,9800000.0
141,Just Wright,FoxS,21500000.0,29900.0,2010.0,85.0,12000000.0,9529900.0
2496,The Other Side of the Door,Fox,3000000.0,11300000.0,2016.0,49.0,5000000.0,9300000.0
759,John Carter,BV,73100000.0,211100000.0,2012.0,14.0,275000000.0,9200000.0
2901,The Founder,Wein.,12800000.0,11300000.0,2017.0,90.0,15000000.0,9100000.0
2039,We Are Your Friends,WB,3600000.0,7500000.0,2015.0,20.0,2000000.0,9100000.0
895,Bachelorette,RTWC,448000.0,11500000.0,2012.0,35.0,3000000.0,8948000.0
3212,If Beale Street Could Talk,Annapurna,14900000.0,5700000.0,2018.0,96.0,12000000.0,8600000.0
1654,The Babadook,IFC,964000.0,9300000.0,2014.0,41.0,2000000.0,8264000.0
1296,Before Midnight,SPC,8100000.0,3100000.0,2013.0,99.0,3000000.0,8200000.0
1267,Trance,FoxS,2300000.0,21900000.0,2013.0,71.0,16000000.0,8200000.0
1623,Mr. Turner,SPC,4000000.0,18200000.0,2014.0,18.0,14000000.0,8200000.0
2876,The Snowman,Uni.,6700000.0,36400000.0,2017.0,40.0,35000000.0,8100000.0
905,The Sessions,FoxS,6000000.0,3100000.0,2012.0,33.0,1000000.0,8100000.0
2459,Nocturnal Animals,Focus,10700000.0,19600000.0,2016.0,3.0,22500000.0,7800000.0
145,"I Love You, Phillip Morris",RAtt.,2000000.0,18700000.0,2010.0,2.0,13000000.0,7700000.0
470,A Dangerous Method,SPC,5700000.0,21800000.0,2011.0,69.0,20000000.0,7500000.0
142,Our Family Wedding,FoxS,20300000.0,1200000.0,2010.0,95.0,14000000.0,7500000.0
1617,And So It Goes,CE,15200000.0,10200000.0,2014.0,14.0,18000000.0,7400000.0
2027,While We're Young,A24,7600000.0,9700000.0,2015.0,45.0,10000000.0,7300000.0
887,The Words,CBS,11500000.0,1700000.0,2012.0,46.0,6000000.0,7200000.0
3189,The Darkest Minds,Fox,12700000.0,28400000.0,2018.0,64.0,34000000.0,7100000.0
160,Somewhere,Focus,1800000.0,12200000.0,2010.0,42.0,7000000.0,7000000.0
2435,Zoolander 2,Par.,28800000.0,27900000.0,2016.0,64.0,50000000.0,6700000.0
466,I Don't Know How She Does It,Wein.,9700000.0,20900000.0,2011.0,58.0,24000000.0,6600000.0
495,Melancholia,Magn.,3000000.0,12900000.0,2011.0,62.0,9400000.0,6500000.0
520,Point Blank,Magn.,708000.0,8500000.0,2011.0,69.0,3000000.0,6208000.0
1566,"I, Frankenstein",LGF,19100000.0,52100000.0,2014.0,14.0,65000000.0,6200000.0
1631,The Drop,FoxS,10700000.0,7900000.0,2014.0,16.0,12600000.0,6000000.0
2464,The Light Between Oceans,BV,12500000.0,13400000.0,2016.0,34.0,20000000.0,5900000.0
183,Inside Job,SPC,4300000.0,3600000.0,2010.0,17.0,2000000.0,5900000.0
876,Seven Psychopaths,CBS,15000000.0,4400000.0,2012.0,36.0,13500000.0,5900000.0
1297,Only God Forgives,RTWC,779000.0,9900000.0,2013.0,8.0,4800000.0,5879000.0
366,Hugo,Par.,73900000.0,111900000.0,2011.0,89.0,180000000.0,5800000.0
146,Country Strong,SGem,20200000.0,310000.0,2010.0,71.0,15000000.0,5510000.0
2507,The Perfect Match,LGF,9700000.0,745000.0,2016.0,22.0,5000000.0,5445000.0
510,Snow Flower and the Secret Fan,FoxS,1300000.0,10000000.0,2011.0,70.0,6000000.0,5300000.0
514,Le Havre,Jan.,612000.0,9900000.0,2011.0,29.0,5500000.0,5012000.0
1919,Jupiter Ascending,WB,47400000.0,136600000.0,2015.0,91.0,179000000.0,5000000.0
1247,Grudge Match,WB,29800000.0,15100000.0,2013.0,77.0,40000000.0,4900000.0
3211,Superfly,Sony,20500000.0,236000.0,2018.0,49.0,16000000.0,4736000.0
3177,Early Man,LGF,8300000.0,46400000.0,2018.0,98.0,50000000.0,4700000.0
187,Nowhere Boy,Wein.,1500000.0,5100000.0,2010.0,6.0,1900000.0,4700000.0
874,The Man with the Iron Fists,Uni.,15600000.0,4099999.0,2012.0,79.0,15000000.0,4699999.0
2007,Steve Jobs,Uni.,17800000.0,16700000.0,2015.0,60.0,30000000.0,4500000.0
2010,Self/Less,Focus,12300000.0,18200000.0,2015.0,48.0,26000000.0,4500000.0
1612,Draft Day,LG/S,28800000.0,620000.0,2014.0,36.0,25000000.0,4420000.0
134,The Losers,WB,23600000.0,5800000.0,2010.0,44.0,25000000.0,4400000.0
164,Made in Dagenham,SPC,1100000.0,11300000.0,2010.0,14.0,8000000.0,4400000.0
2444,A Monster Calls,Focus,3700000.0,43600000.0,2016.0,41.0,43000000.0,4300000.0
1622,The Railway Man,Wein.,4400000.0,17900000.0,2014.0,33.0,18000000.0,4300000.0
140,Mao's Last Dancer,Gold.,4800000.0,17500000.0,2010.0,31.0,18000000.0,4300000.0
836,Man on a Ledge,LG/S,18600000.0,27600000.0,2012.0,64.0,42000000.0,4200000.0
110,Charlie St. Cloud,Uni.,31200000.0,17000000.0,2010.0,31.0,44000000.0,4200000.0
2850,American Assassin,LGF,36200000.0,31000000.0,2017.0,28.0,63000000.0,4200000.0
139,Let Me In,Over.,12100000.0,12000000.0,2010.0,38.0,20000000.0,4100000.0
2501,Loving,Focus,7800000.0,5200000.0,2016.0,92.0,9000000.0,4000000.0
2936,All Saints,Affirm,5800000.0,140000.0,2017.0,12.0,2000000.0,3940000.0
204,Monsters,Magn.,237000.0,4000000.0,2010.0,50.0,500000.0,3737000.0
857,Joyful Noise,WB,30900000.0,226000.0,2012.0,86.0,27500000.0,3626000.0
859,The Raven,Rela.,16000000.0,13600000.0,2012.0,45.0,26000000.0,3600000.0
553,Like Crazy,ParV,3400000.0,336000.0,2011.0,74.0,250000.0,3486000.0
521,Winter in Wartime,SPC,543000.0,8700000.0,2011.0,1.0,5800000.0,3443000.0
493,The Last Godfather,RAtt.,164000.0,16600000.0,2011.0,41.0,13400000.0,3364000.0
208,To Save a Life,Gold.,3800000.0,45800.0,2010.0,35.0,500000.0,3345800.0
2500,Shut In,EC,6900000.0,6200000.0,2016.0,50.0,10000000.0,3100000.0
2472,Triple 9,ORF,12600000.0,10500000.0,2016.0,33.0,20000000.0,3100000.0
172,Harry Brown,Gold.,1800000.0,8500000.0,2010.0,81.0,7300000.0,3000000.0
173,Cyrus,FoxS,7500000.0,2500000.0,2010.0,27.0,7000000.0,3000000.0
1550,Transcendence,WB,23000000.0,80000000.0,2014.0,2.0,100000000.0,3000000.0
175,Get Low,SPC,9200000.0,518000.0,2010.0,23.0,7000000.0,2718000.0
1172,Jack the Giant Slayer,WB (NL),65200000.0,132500000.0,2013.0,66.0,195000000.0,2700000.0
76,Oceans,BV,19400000.0,63200000.0,2010.0,2.0,80000000.0,2600000.0
558,Martha Marcy May Marlene,FoxS,3000000.0,548000.0,2011.0,42.0,1000000.0,2548000.0
186,Animal Kingdom,SPC,1000000.0,5700000.0,2010.0,71.0,4200000.0,2500000.0
2503,The Man Who Knew Infinity,IFC,3900000.0,8400000.0,2016.0,67.0,10000000.0,2300000.0
1627,Labor Day,Par.,13400000.0,6900000.0,2014.0,19.0,18000000.0,2300000.0
472,The Eagle,Focus,19500000.0,7600000.0,2011.0,50.0,25000000.0,2100000.0
2031,Suffragette,Focus,4700000.0,11300000.0,2015.0,16.0,14000000.0,2000000.0
182,City Island,Anch.,6700000.0,1200000.0,2010.0,52.0,6000000.0,1900000.0
1312,The Sweeney,EOne,26700.0,6300000.0,2013.0,53.0,4500000.0,1826700.0
839,The Guilt Trip,Par.,37100000.0,4700000.0,2012.0,59.0,40000000.0,1800000.0
148,Youth in Revolt,W/Dim.,15300000.0,4400000.0,2010.0,13.0,18000000.0,1700000.0
584,Another Earth,FoxS,1300000.0,456000.0,2011.0,48.0,175000.0,1581000.0
2946,The Wall,RAtt.,1800000.0,2700000.0,2017.0,29.0,3000000.0,1500000.0
2518,Incarnate,BH Tilt,4800000.0,1500000.0,2016.0,39.0,5000000.0,1300000.0
203,Please Give,SPC,4000000.0,280000.0,2010.0,15.0,3000000.0,1280000.0
135,Case 39,ParV,13300000.0,14900000.0,2010.0,7.0,27000000.0,1200000.0
125,Furry Vengeance,Sum.,17600000.0,18600000.0,2010.0,17.0,35000000.0,1200000.0
2047,Me and Earl and the Dying Girl,FoxS,6800000.0,2300000.0,2015.0,100.0,8000000.0,1100000.0
2030,Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,12400000.0,2015.0,25.0,15000000.0,1100000.0
201,Four Lions,Drft.,305000.0,4400000.0,2010.0,79.0,3750000.0,955000.0
2511,Morgan,Fox,3900000.0,4900000.0,2016.0,5.0,8000000.0,800000.0
2040,Danny Collins,BST,5600000.0,5200000.0,2015.0,59.0,10000000.0,800000.0
1745,Jackpot,DR,800.0,1100000.0,2014.0,17.0,400000.0,700800.0
2898,Father Figures,WB,17500000.0,8100000.0,2017.0,56.0,25000000.0,600000.0
2979,Patti Cake$,FoxS,800000.0,682000.0,2017.0,56.0,1000000.0,482000.0
233,Ajami,Kino,622000.0,669000.0,2010.0,60.0,1000000.0,291000.0
825,That's My Boy,Sony,36900000.0,20800000.0,2012.0,71.0,57500000.0,200000.0
197,Rabbit Hole,LGF,2200000.0,2900000.0,2010.0,52.0,5000000.0,100000.0
1292,Stoker,FoxS,1700000.0,10400000.0,2013.0,29.0,12000000.0,100000.0
2944,Table 19,FoxS,3600000.0,1400000.0,2017.0,45.0,5000000.0,0.0
2019,The 33,WB,12200000.0,12700000.0,2015.0,78.0,25000000.0,-100000.0
216,Letters to God,Viv.,2800000.0,60300.0,2010.0,25.0,3000000.0,-139700.0
900,Seeking a Friend for the End of the World,Focus,7100000.0,2600000.0,2012.0,48.0,10000000.0,-300000.0
423,The Dilemma,Uni.,48500000.0,21200000.0,2011.0,25.0,70000000.0,-300000.0
849,Alex Cross,LG/S,25900000.0,8700000.0,2012.0,100.0,35000000.0,-400000.0
1675,Wish I Was Here,Focus,3600000.0,1900000.0,2014.0,61.0,6000000.0,-500000.0
219,Fish Tank,IFC,375000.0,2000000.0,2010.0,36.0,3000000.0,-625000.0
1051,Kill List,IFC,29100.0,143000.0,2012.0,70.0,800000.0,-627900.0
250,The Disappearance of Alice Creed,Anch.,167000.0,701000.0,2010.0,97.0,1500000.0,-632000.0
181,MacGruber,Uni.,8500000.0,797000.0,2010.0,42.0,10000000.0,-703000.0
2015,American Ultra,LGF,14400000.0,12700000.0,2015.0,72.0,28000000.0,-900000.0
2037,Hot Tub Time Machine 2,Par.,12300000.0,767000.0,2015.0,7.0,14000000.0,-933000.0
533,We Need to Talk About Kevin,Osci.,1700000.0,4300000.0,2011.0,43.0,7000000.0,-1000000.0
